
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
equipment_cigs                           Țigări
equipment_saw                            Fierăstrău
equipment_jailkeys                       Cheile Închisorii
equipment_mobilephone                    Telefon Mobil
equipment_lighter                        Brichetă
equipment_screwdriver                    Șurubelniță
equipment_drugs                          Droguri
equipment_sheers                         Foarfece De Grădină
equipment_mop                            Mop
equipment_rake                           Greblă
equipment_hose                           Furtun
equipment_spatula                        Spatulă
equipment_woodenspoon                    Lingură De Lemn
equipment_cleaningbrush                  Perie De Curățat
equipment_hammer                         Ciocan
equipment_clipboard                      Clipboard
equipment_drill                          Bormașină
equipment_pianowire                      Coardă De Pian
equipment_scissors                       Foarfece
equipment_medicine                       Medicament
equipment_shotgun                       Pușcă
equipment_moneybag                      Sac De Bani
equipment_tazer                         Pistol Cu Electroșoc
equipment_guarduniform                  Uniformă De Paznic
equipment_stabvest                      Vestă Anti-înjunghiere
equipment_rifle                         Carabină
equipment_dogleash                      Lesă
equipment_assaultrifle                  Pușcă De Asalt
equipment_woodenpickaxe                 Târnăcop Din Lemn
equipment_cbradio                       Radio CB
equipment_axe                           Topor
equipment_spade                         Lopată

research_requires_short                 Necesită o *X

reformprogram_workshopinduction         Siguranță În Atelier
reformprogram_foundationeducation       Program De Educație Fundamentală
reformprogram_generaleducation          Curs De Educație Generală
reformprogram_carpentry                 Ucenicie Tâmplar
reformprogram_kitcheninduction          Siguranță Și Igienă În Bucătărie
reformprogram_therapy                   Terapie Comportamentală
reformprogram_methadone                 Tratament Farmacologic Pentru Dependenți De Droguri
reformprogram_alcoholicsmeeting         Terapie În Grup Pentru Alcoolici
