
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
objective_grant_advancedsecurity_description        Η διατήρηση της ασφάλειας σε ένα ίδρυμα με μεγάλο πλήθος κρατουμένων είναι δύσκολη δουλειά. Ωστόσο, το κόστος μιας παραβίασης ασφάλειας είναι πολύ μεγαλύτερο από το κόστος υλοποίησης των κατάλληλων μέτρων ασφάλειας. Εγκατέστησε τον απαραίτητο εξοπλισμό στη φυλακή σου.
objective_grant_advancedsecurity_guards             Αύξησε το μέγεθος των δυνάμεων ασφαλείας σου
objective_grant_advancedsecurity_researchcctv       Ξεκλείδωσε την Παρακολούθηση μέσω της Γραφειοκρατίας
objective_grant_advancedsecurity_researchbodyarmour Ξεκλείδωσε τη Θωράκιση μέσω της Γραφειοκρατίας
objective_grant_advancedsecurity_researchtazers     Ξεκλείδωσε τα Τέιζερ μέσω της Γραφειοκρατίας
objective_grant_advancedsecurity_office             Φτιάξε μια αίθουσα Ασφάλειας
objective_grant_advancedsecurity_cctvmonitor        Φτιάξε έναν Σταθμό παρακολούθησης
objective_grant_advancedsecurity_cctvcameras        Τοποθέτησε Κάμερες παρακολούθησης στη φυλακή σου

objective_grant_prisonerworkforce                   Εγκλιμάτιση και απασχόληση κρατουμένων  
objective_grant_prisonerworkforce_description       Μια καλή μέθοδος ενσωμάτωσης των κρατουμένων στο περιβάλλον τους, αλλά και μείωσης των εξόδων σου, είναι να τους βάλεις να εργαστούν στη φυλακή σου. Ολοκλήρωσε την απαραίτητη εκπαίδευση και φτιάξε τις εγκαταστάσεις που χρειάζονται, για να αρχίσουν οι κρατούμενοί σου να δουλεύουν.
objective_grant_prisonerworkforce_research          Ξεκλείδωσε την Εργασία κρατουμένων μέσω της Γραφειοκρατίας
objective_grant_prisonerworkforce_cleaning          Φτιάξε έναν Χώρο καθαριότητας
objective_grant_prisonerworkforce_laundry           Φτιάξε έναν Χώρο πλυντηρίων
objective_grant_prisonerworkforce_kitchenclass      Βοήθησε τρεις κρατουμένους να ολοκληρώσουν την «Ασφάλεια και υγιεινή μαγειρείου»
objective_grant_prisonerworkforce_laundryassigned   Ανάθεσε σε τρεις κρατούμενους να δουλέψουν στον Χώρο πλυντηρίων
objective_grant_prisonerworkforce_kitchenassigned   Ανάθεσε σε τρεις κρατούμενους να δουλέψουν στο Μαγειρείο
objective_grant_prisonerworkforce_cleaningassigned  Ανάθεσε σε τρεις κρατούμενους να δουλέψουν στον Χώρο καθαριότητας

objective_grant_educationreformprogram              Πρωτοβουλία αναμόρφωσης μέσω εκπαίδευσης
objective_grant_educationreformprogram_description  Ένα γνωστό λόμπι διεξάγει ένα κοινωνικό πείραμα μεγάλης κλίμακας σχετικά με τις επιπτώσεις της εκπαίδευσης στον βαθμό υποτροπής των κρατουμένων. Φτιάξε μερικές αίθουσες διδασκαλίας και ξεκίνα να εκπαιδεύεις τους κρατουμένους σου.
objective_grant_educationreformprogram_research     Ξεκλείδωσε την Εκπαίδευση μέσω της Γραφειοκρατίας
objective_grant_educationreformprogram_classroom    Φτιάξε μια Αίθουσα διδασκαλίας
objective_grant_educationreformprogram_desks        Φτιάξε είκοσι Σχολικά θρανία
objective_grant_educationreformprogram_foundationed Βοήθησε δέκα κρατουμένους να περάσουν το «Πρόγραμμα βασικής εκπαίδευσης»
objective_grant_educationreformprogram_generaled    Βοήθησε έναν κρατούμενο να πάρει την «Πιστοποίηση γενικής επιμόρφωσης»

objective_grant_prisonlabour                        Βιομηχανικές εγκαταστάσεις φυλακής
objective_grant_prisonlabour_description            Οι χρηματοδότες μας θέλουν να αυξήσεις το περιθώριο κέρδους της φυλακής σου. Είναι πρόθυμοι να επενδύσουν χρήματα για να φτιαχτούν εργαστήρια και να μετατραπούν οι κρατούμενοί σου σε ένα εργατικό δυναμικό.
