
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작
material_burntwall                       탄 벽
material_buildingframe                   건물 뼈대
material_roof                            지붕

room_none                                없음
room_cell                                감방
room_holdingcell                         유치장
room_solitary                            독방
room_superiorcell                        상급 감방
room_canteen                             식당
room_kitchen                             주방
room_shower                              샤워실
room_yard                                운동장
room_storage                             창고
room_deliveries                          배달
room_garbage                             쓰레기
room_execution                           사형집행실
room_workshop                            작업장
room_security                            보안
room_office                              사무실
room_medicalward                         의무실
room_morgue                              영안실
room_commonroom                          휴게실
room_laundry                             세탁실
room_visitation                          면회
room_cleaningcupboard                    청소도구실
room_kennel                              사육장
